,uid,name,value
358,cce4e35c-f38e-44d9-9049-7ce5b33e4d79,Weighed Mass,
359,cce4e35c-f38e-44d9-9049-7ce5b33e4d79,Mass Loss,
360,d006d6cd-4e01-44ce-85fb-f458a5104f26,Weighed Mass,
361,d006d6cd-4e01-44ce-85fb-f458a5104f26,Mass Loss,
362,d0a30b8d-e28f-4ed3-a06f-7e6a90356513,Weighed Mass,
363,d0a30b8d-e28f-4ed3-a06f-7e6a90356513,Mass Loss,
364,d1356ec4-fc76-4ffc-b5a3-ce071b486460,Weighed Mass,
365,d1356ec4-fc76-4ffc-b5a3-ce071b486460,Mass Loss,
366,d1abe872-736a-46bd-b21e-31ac5f432eca,Phase,
367,d1abe872-736a-46bd-b21e-31ac5f432eca,Lattice Parameter,
368,d1abe872-736a-46bd-b21e-31ac5f432eca,"Hardness, HV",
369,d1abe872-736a-46bd-b21e-31ac5f432eca,"SD, HV",
370,d306c6c0-896c-45f9-ad97-c7a3d70f06a2,Weighed Mass,
371,d306c6c0-896c-45f9-ad97-c7a3d70f06a2,Mass Loss,
372,d57e11f6-2cdb-45cb-bdac-fdfeb179dc8c,Weighed Mass,
373,d57e11f6-2cdb-45cb-bdac-fdfeb179dc8c,Mass Loss,
374,d82c1de9-6447-4be2-8110-9948dd67ed3f,Phase,
375,d82c1de9-6447-4be2-8110-9948dd67ed3f,Lattice Parameter,
376,d82c1de9-6447-4be2-8110-9948dd67ed3f,"Hardness, HV",
377,d82c1de9-6447-4be2-8110-9948dd67ed3f,"SD, HV",
378,d95d6bfe-69e2-4bc7-9a1b-f03f514e05d0,Weighed Mass,
379,d95d6bfe-69e2-4bc7-9a1b-f03f514e05d0,Mass Loss,
380,dca8fab4-4fea-4a62-9f48-8d8ec0c9bee7,Phase,
381,dca8fab4-4fea-4a62-9f48-8d8ec0c9bee7,Lattice Parameter,
382,dca8fab4-4fea-4a62-9f48-8d8ec0c9bee7,"Hardness, HV",
383,dca8fab4-4fea-4a62-9f48-8d8ec0c9bee7,"SD, HV",
384,ddbb60d9-8fd8-4f8f-bec5-0b5f57e99cf2,Weighed Mass,
385,ddbb60d9-8fd8-4f8f-bec5-0b5f57e99cf2,Mass Loss,
386,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,"Elastic Modulus, GPa",
387,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,"Yield Strength, MPa",
388,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,"UTS, MPa",
389,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,"Elongation, %",
390,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,"Strain Hardening, MPa",
391,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,dUTS_dY,
392,df1da267-619a-42f5-9fac-4ddc9ede30d0,Weighed Mass,
393,df1da267-619a-42f5-9fac-4ddc9ede30d0,Mass Loss,
394,df5e1f3d-27de-4ca3-a365-52ab373a62bb,Phase,
395,df5e1f3d-27de-4ca3-a365-52ab373a62bb,Lattice Parameter,
396,df5e1f3d-27de-4ca3-a365-52ab373a62bb,"Hardness, HV",
397,df5e1f3d-27de-4ca3-a365-52ab373a62bb,"SD, HV",
398,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,"Elastic Modulus, GPa",
399,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,"Yield Strength, MPa",
400,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,"UTS, MPa",
401,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,"Elongation, %",
402,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,"Strain Hardening, MPa",
403,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,dUTS_dY,
404,e20a9e2a-bc3c-4684-93d2-1086047cfda1,Weighed Mass,
405,e20a9e2a-bc3c-4684-93d2-1086047cfda1,Mass Loss,
406,e6042711-a959-42f4-a0c7-0c042aa7be74,Weighed Mass,
407,e6042711-a959-42f4-a0c7-0c042aa7be74,Mass Loss,
408,eaabd5df-4599-4b87-bd8d-e54efabd8b97,Weighed Mass,
409,eaabd5df-4599-4b87-bd8d-e54efabd8b97,Mass Loss,
410,eaed1955-65b2-4603-85ce-913ce57484fb,Phase,
411,eaed1955-65b2-4603-85ce-913ce57484fb,Lattice Parameter,
412,eaed1955-65b2-4603-85ce-913ce57484fb,"Hardness, HV",
413,eaed1955-65b2-4603-85ce-913ce57484fb,"SD, HV",
414,ef888c15-e205-46de-8c7e-6946e1f877ac,Phase,
415,ef888c15-e205-46de-8c7e-6946e1f877ac,Lattice Parameter,
416,ef888c15-e205-46de-8c7e-6946e1f877ac,"Hardness, HV",
417,ef888c15-e205-46de-8c7e-6946e1f877ac,"SD, HV",
418,ef8e7a54-3646-4521-b3c4-21a15196a3b8,"Elastic Modulus, GPa",
419,ef8e7a54-3646-4521-b3c4-21a15196a3b8,"Yield Strength, MPa",
420,ef8e7a54-3646-4521-b3c4-21a15196a3b8,"UTS, MPa",
421,ef8e7a54-3646-4521-b3c4-21a15196a3b8,"Elongation, %",
422,ef8e7a54-3646-4521-b3c4-21a15196a3b8,"Strain Hardening, MPa",
423,ef8e7a54-3646-4521-b3c4-21a15196a3b8,dUTS_dY,
424,efb96a2b-69d9-4963-8c42-4bd6a546958d,Weighed Mass,
425,efb96a2b-69d9-4963-8c42-4bd6a546958d,Mass Loss,
426,f0c7e6ef-f47f-4292-a820-f0bae2fd020b,Weighed Mass,
427,f0c7e6ef-f47f-4292-a820-f0bae2fd020b,Mass Loss,
428,f3dbddf5-856b-4591-b90e-b272aca58a4a,"Elastic Modulus, GPa",
429,f3dbddf5-856b-4591-b90e-b272aca58a4a,"Yield Strength, MPa",
430,f3dbddf5-856b-4591-b90e-b272aca58a4a,"UTS, MPa",
431,f3dbddf5-856b-4591-b90e-b272aca58a4a,"Elongation, %",
432,f3dbddf5-856b-4591-b90e-b272aca58a4a,"Strain Hardening, MPa",
433,f3dbddf5-856b-4591-b90e-b272aca58a4a,dUTS_dY,
434,f54b0437-c167-4cd2-b800-4162d53764bc,Weighed Mass,
435,f54b0437-c167-4cd2-b800-4162d53764bc,Mass Loss,
436,f675773e-bceb-48a4-a607-40fde79b57ad,Weighed Mass,
437,f675773e-bceb-48a4-a607-40fde79b57ad,Mass Loss,
438,f7bb67d4-1005-4889-9d3f-70382d2c8841,Weighed Mass,
439,f7bb67d4-1005-4889-9d3f-70382d2c8841,Mass Loss,
440,f7c92476-8a7d-4e74-81f3-7d9065460ffe,Weighed Mass,
441,f7c92476-8a7d-4e74-81f3-7d9065460ffe,Mass Loss,
442,f7fe0e41-1641-4340-bcff-29f2b7665d22,Weighed Mass,
443,f7fe0e41-1641-4340-bcff-29f2b7665d22,Mass Loss,
444,f8059d48-fa24-424a-ae45-7e1fbed2316e,Weighed Mass,
445,f8059d48-fa24-424a-ae45-7e1fbed2316e,Mass Loss,
446,f98c180a-be29-4021-ad70-c9d62f2e8c89,Phase,
447,f98c180a-be29-4021-ad70-c9d62f2e8c89,Lattice Parameter,
448,f98c180a-be29-4021-ad70-c9d62f2e8c89,"Hardness, HV",
449,f98c180a-be29-4021-ad70-c9d62f2e8c89,"SD, HV",
450,faa181eb-2955-402f-b1df-70262fae9995,Weighed Mass,
451,faa181eb-2955-402f-b1df-70262fae9995,Mass Loss,
452,fc8ba492-f5b8-4eac-b0a0-3073ff8d1c56,Weighed Mass,
453,fc8ba492-f5b8-4eac-b0a0-3073ff8d1c56,Mass Loss,
454,fcf499f2-996d-4581-9338-d94b887add28,Weighed Mass,
455,fcf499f2-996d-4581-9338-d94b887add28,Mass Loss,
456,fd673d97-8bbc-4c12-95f4-5384ff33c312,Weighed Mass,
457,fd673d97-8bbc-4c12-95f4-5384ff33c312,Mass Loss,
