,uid,name
366,53058723-c70f-4669-8b11-b0e64aab1a27,"Strain Hardening, MPa"
367,53058723-c70f-4669-8b11-b0e64aab1a27,dUTS_dY
368,63ce0ec3-e40e-42c8-8042-a1c4380c8e7e,Weighed Mass
369,63ce0ec3-e40e-42c8-8042-a1c4380c8e7e,Mass Loss
370,abf35264-289f-4b4a-b96b-2f9e8403cf8b,Weighed Mass
371,abf35264-289f-4b4a-b96b-2f9e8403cf8b,Mass Loss
372,ddbb60d9-8fd8-4f8f-bec5-0b5f57e99cf2,Weighed Mass
373,ddbb60d9-8fd8-4f8f-bec5-0b5f57e99cf2,Mass Loss
374,0f324e59-64e9-4d15-a3f2-16f5bae27aec,Weighed Mass
375,0f324e59-64e9-4d15-a3f2-16f5bae27aec,Mass Loss
376,afc225e2-3382-4dd1-a097-7baefa6b6d09,"Elastic Modulus, GPa"
377,afc225e2-3382-4dd1-a097-7baefa6b6d09,"Yield Strength, MPa"
378,afc225e2-3382-4dd1-a097-7baefa6b6d09,"UTS, MPa"
379,afc225e2-3382-4dd1-a097-7baefa6b6d09,"Elongation, %"
380,afc225e2-3382-4dd1-a097-7baefa6b6d09,"Strain Hardening, MPa"
381,afc225e2-3382-4dd1-a097-7baefa6b6d09,dUTS_dY
382,b3c02bc1-bbfc-49dd-a937-1586b11a9561,"Elastic Modulus, GPa"
383,b3c02bc1-bbfc-49dd-a937-1586b11a9561,"Yield Strength, MPa"
384,b3c02bc1-bbfc-49dd-a937-1586b11a9561,"UTS, MPa"
385,b3c02bc1-bbfc-49dd-a937-1586b11a9561,"Elongation, %"
386,b3c02bc1-bbfc-49dd-a937-1586b11a9561,"Strain Hardening, MPa"
387,b3c02bc1-bbfc-49dd-a937-1586b11a9561,dUTS_dY
388,f8059d48-fa24-424a-ae45-7e1fbed2316e,Weighed Mass
389,f8059d48-fa24-424a-ae45-7e1fbed2316e,Mass Loss
390,06d0ca78-3cba-46cb-ae14-29ecf387a92c,"Elastic Modulus, GPa"
391,06d0ca78-3cba-46cb-ae14-29ecf387a92c,"Yield Strength, MPa"
392,06d0ca78-3cba-46cb-ae14-29ecf387a92c,"UTS, MPa"
393,06d0ca78-3cba-46cb-ae14-29ecf387a92c,"Elongation, %"
394,06d0ca78-3cba-46cb-ae14-29ecf387a92c,"Strain Hardening, MPa"
395,06d0ca78-3cba-46cb-ae14-29ecf387a92c,dUTS_dY
396,5b1c3b64-e561-43bd-a4af-7f4e751c714a,Weighed Mass
397,5b1c3b64-e561-43bd-a4af-7f4e751c714a,Mass Loss
398,6e12be7d-8e9d-4807-9a34-23d90f1f3390,"Elastic Modulus, GPa"
399,6e12be7d-8e9d-4807-9a34-23d90f1f3390,"Yield Strength, MPa"
400,6e12be7d-8e9d-4807-9a34-23d90f1f3390,"UTS, MPa"
401,6e12be7d-8e9d-4807-9a34-23d90f1f3390,"Elongation, %"
402,6e12be7d-8e9d-4807-9a34-23d90f1f3390,"Strain Hardening, MPa"
403,6e12be7d-8e9d-4807-9a34-23d90f1f3390,dUTS_dY
404,b48ebcdc-5e78-4250-9d87-cbd1b1db1e0d,Weighed Mass
405,b48ebcdc-5e78-4250-9d87-cbd1b1db1e0d,Mass Loss
406,f98c180a-be29-4021-ad70-c9d62f2e8c89,Phase
407,f98c180a-be29-4021-ad70-c9d62f2e8c89,Lattice Parameter
408,f98c180a-be29-4021-ad70-c9d62f2e8c89,"Hardness, HV"
409,f98c180a-be29-4021-ad70-c9d62f2e8c89,"SD, HV"
410,2ffee34b-adad-4831-8500-87aac0934f2d,Weighed Mass
411,2ffee34b-adad-4831-8500-87aac0934f2d,Mass Loss
412,56503a6b-2a4b-46f9-b62a-27090c83360e,Phase
413,56503a6b-2a4b-46f9-b62a-27090c83360e,Lattice Parameter
414,56503a6b-2a4b-46f9-b62a-27090c83360e,"Hardness, HV"
415,56503a6b-2a4b-46f9-b62a-27090c83360e,"SD, HV"
416,9a6beabe-3c70-417d-8afc-a330a6efcd2f,Weighed Mass
417,9a6beabe-3c70-417d-8afc-a330a6efcd2f,Mass Loss
418,ca321622-e9bc-4c24-aff1-636b8e2dac91,Weighed Mass
419,ca321622-e9bc-4c24-aff1-636b8e2dac91,Mass Loss
420,07e13dc7-8f1a-44d7-bec8-5097f87d460a,"Elastic Modulus, GPa"
421,07e13dc7-8f1a-44d7-bec8-5097f87d460a,"Yield Strength, MPa"
422,07e13dc7-8f1a-44d7-bec8-5097f87d460a,"UTS, MPa"
423,07e13dc7-8f1a-44d7-bec8-5097f87d460a,"Elongation, %"
424,07e13dc7-8f1a-44d7-bec8-5097f87d460a,"Strain Hardening, MPa"
425,07e13dc7-8f1a-44d7-bec8-5097f87d460a,dUTS_dY
426,6634c728-56c2-40f5-a381-3cd4298f932f,Weighed Mass
427,6634c728-56c2-40f5-a381-3cd4298f932f,Mass Loss
428,bc2c2f2d-0e86-4aad-8053-fb3e6da3b191,Weighed Mass
429,bc2c2f2d-0e86-4aad-8053-fb3e6da3b191,Mass Loss
430,c88efbda-4109-4c74-aa27-828190b33795,Weighed Mass
431,c88efbda-4109-4c74-aa27-828190b33795,Mass Loss
432,5e7cbef6-73a0-4286-adba-cba0e67b0f51,Phase
433,5e7cbef6-73a0-4286-adba-cba0e67b0f51,Lattice Parameter
434,5e7cbef6-73a0-4286-adba-cba0e67b0f51,"Hardness, HV"
435,5e7cbef6-73a0-4286-adba-cba0e67b0f51,"SD, HV"
436,df1da267-619a-42f5-9fac-4ddc9ede30d0,Weighed Mass
437,df1da267-619a-42f5-9fac-4ddc9ede30d0,Mass Loss
438,2924dafc-d7e2-44ef-ad06-8ef6a116335e,Weighed Mass
439,2924dafc-d7e2-44ef-ad06-8ef6a116335e,Mass Loss
440,3cb4860c-f1fc-492f-9225-07c4a7126541,Phase
441,3cb4860c-f1fc-492f-9225-07c4a7126541,Lattice Parameter
442,3cb4860c-f1fc-492f-9225-07c4a7126541,"Hardness, HV"
443,3cb4860c-f1fc-492f-9225-07c4a7126541,"SD, HV"
444,d006d6cd-4e01-44ce-85fb-f458a5104f26,Weighed Mass
445,d006d6cd-4e01-44ce-85fb-f458a5104f26,Mass Loss
446,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,"Elastic Modulus, GPa"
447,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,"Yield Strength, MPa"
448,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,"UTS, MPa"
449,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,"Elongation, %"
450,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,"Strain Hardening, MPa"
451,df9cd909-0ba6-4614-bcf9-f19e6a90ce1f,dUTS_dY
452,f3dbddf5-856b-4591-b90e-b272aca58a4a,"Elastic Modulus, GPa"
453,f3dbddf5-856b-4591-b90e-b272aca58a4a,"Yield Strength, MPa"
454,f3dbddf5-856b-4591-b90e-b272aca58a4a,"UTS, MPa"
455,f3dbddf5-856b-4591-b90e-b272aca58a4a,"Elongation, %"
456,f3dbddf5-856b-4591-b90e-b272aca58a4a,"Strain Hardening, MPa"
457,f3dbddf5-856b-4591-b90e-b272aca58a4a,dUTS_dY
