,uid,name,type
318,e20a9e2a-bc3c-4684-93d2-1086047cfda1,Weighed Mass,nominal_real
319,e20a9e2a-bc3c-4684-93d2-1086047cfda1,Mass Loss,nominal_real
320,191694cc-e1a5-4e17-9638-73dd13008f5b,Weighed Mass,nominal_real
321,191694cc-e1a5-4e17-9638-73dd13008f5b,Mass Loss,nominal_real
322,6634c728-56c2-40f5-a381-3cd4298f932f,Weighed Mass,nominal_real
323,6634c728-56c2-40f5-a381-3cd4298f932f,Mass Loss,nominal_real
324,ca321622-e9bc-4c24-aff1-636b8e2dac91,Weighed Mass,nominal_real
325,ca321622-e9bc-4c24-aff1-636b8e2dac91,Mass Loss,nominal_real
326,ef8e7a54-3646-4521-b3c4-21a15196a3b8,"Elastic Modulus, GPa",nominal_real
327,ef8e7a54-3646-4521-b3c4-21a15196a3b8,"Yield Strength, MPa",nominal_real
328,ef8e7a54-3646-4521-b3c4-21a15196a3b8,"UTS, MPa",nominal_real
329,ef8e7a54-3646-4521-b3c4-21a15196a3b8,"Elongation, %",nominal_real
330,ef8e7a54-3646-4521-b3c4-21a15196a3b8,"Strain Hardening, MPa",nominal_real
331,ef8e7a54-3646-4521-b3c4-21a15196a3b8,dUTS_dY,nominal_real
332,2ffee34b-adad-4831-8500-87aac0934f2d,Weighed Mass,nominal_real
333,2ffee34b-adad-4831-8500-87aac0934f2d,Mass Loss,nominal_real
334,72c7a4a5-b182-4246-aeaa-e191678c7680,"Elastic Modulus, GPa",nominal_real
335,72c7a4a5-b182-4246-aeaa-e191678c7680,"Yield Strength, MPa",nominal_real
336,72c7a4a5-b182-4246-aeaa-e191678c7680,"UTS, MPa",nominal_real
337,72c7a4a5-b182-4246-aeaa-e191678c7680,"Elongation, %",nominal_real
338,72c7a4a5-b182-4246-aeaa-e191678c7680,"Strain Hardening, MPa",nominal_real
339,72c7a4a5-b182-4246-aeaa-e191678c7680,dUTS_dY,nominal_real
340,d006d6cd-4e01-44ce-85fb-f458a5104f26,Weighed Mass,nominal_real
341,d006d6cd-4e01-44ce-85fb-f458a5104f26,Mass Loss,nominal_real
342,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,"Elastic Modulus, GPa",nominal_real
343,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,"Yield Strength, MPa",nominal_real
344,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,"UTS, MPa",nominal_real
345,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,"Elongation, %",nominal_real
346,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,"Strain Hardening, MPa",nominal_real
347,dde39690-f5bb-47b9-97bb-6bdb18eea5f7,dUTS_dY,nominal_real
348,f98c180a-be29-4021-ad70-c9d62f2e8c89,Phase,nominal_categorical
349,f98c180a-be29-4021-ad70-c9d62f2e8c89,Lattice Parameter,nominal_real
350,f98c180a-be29-4021-ad70-c9d62f2e8c89,"Hardness, HV",nominal_real
351,f98c180a-be29-4021-ad70-c9d62f2e8c89,"SD, HV",nominal_real
352,09d4568e-a3b2-4cd5-a048-942551673a05,Weighed Mass,nominal_real
353,09d4568e-a3b2-4cd5-a048-942551673a05,Mass Loss,nominal_real
354,6e12be7d-8e9d-4807-9a34-23d90f1f3390,"Elastic Modulus, GPa",nominal_real
355,6e12be7d-8e9d-4807-9a34-23d90f1f3390,"Yield Strength, MPa",nominal_real
356,6e12be7d-8e9d-4807-9a34-23d90f1f3390,"UTS, MPa",nominal_real
357,6e12be7d-8e9d-4807-9a34-23d90f1f3390,"Elongation, %",nominal_real
358,6e12be7d-8e9d-4807-9a34-23d90f1f3390,"Strain Hardening, MPa",nominal_real
359,6e12be7d-8e9d-4807-9a34-23d90f1f3390,dUTS_dY,nominal_real
360,794923b3-148c-4eae-bbd9-7da4b5a939ae,Weighed Mass,nominal_real
361,794923b3-148c-4eae-bbd9-7da4b5a939ae,Mass Loss,nominal_real
362,bdccbc59-1153-4a60-8a5b-885e1a3b2f54,Weighed Mass,nominal_real
363,bdccbc59-1153-4a60-8a5b-885e1a3b2f54,Mass Loss,nominal_real
364,cb6ae495-c630-4a11-b687-2a1b74ec1d06,Weighed Mass,nominal_real
365,cb6ae495-c630-4a11-b687-2a1b74ec1d06,Mass Loss,nominal_real
366,efb96a2b-69d9-4963-8c42-4bd6a546958d,Weighed Mass,nominal_real
367,efb96a2b-69d9-4963-8c42-4bd6a546958d,Mass Loss,nominal_real
368,2f2de58f-6c4e-4706-9f7b-09ae6802249c,Weighed Mass,nominal_real
369,2f2de58f-6c4e-4706-9f7b-09ae6802249c,Mass Loss,nominal_real
370,82b5b277-7f35-4e8f-913a-25d719ac54a5,Weighed Mass,nominal_real
371,82b5b277-7f35-4e8f-913a-25d719ac54a5,Mass Loss,nominal_real
372,84bba37a-90e2-4cdc-a7ee-6100b5b6f577,"Elastic Modulus, GPa",nominal_real
373,84bba37a-90e2-4cdc-a7ee-6100b5b6f577,"Yield Strength, MPa",nominal_real
374,84bba37a-90e2-4cdc-a7ee-6100b5b6f577,"UTS, MPa",nominal_real
375,84bba37a-90e2-4cdc-a7ee-6100b5b6f577,"Elongation, %",nominal_real
376,84bba37a-90e2-4cdc-a7ee-6100b5b6f577,"Strain Hardening, MPa",nominal_real
377,84bba37a-90e2-4cdc-a7ee-6100b5b6f577,dUTS_dY,nominal_real
378,f7fe0e41-1641-4340-bcff-29f2b7665d22,Weighed Mass,nominal_real
379,f7fe0e41-1641-4340-bcff-29f2b7665d22,Mass Loss,nominal_real
380,3d0a2832-7599-423d-82cd-77c266524ac4,"Elastic Modulus, GPa",nominal_real
381,3d0a2832-7599-423d-82cd-77c266524ac4,"Yield Strength, MPa",nominal_real
382,3d0a2832-7599-423d-82cd-77c266524ac4,"UTS, MPa",nominal_real
383,3d0a2832-7599-423d-82cd-77c266524ac4,"Elongation, %",nominal_real
384,3d0a2832-7599-423d-82cd-77c266524ac4,"Strain Hardening, MPa",nominal_real
385,3d0a2832-7599-423d-82cd-77c266524ac4,dUTS_dY,nominal_real
386,586f8b2e-5bdf-40c0-b859-dd9d30a5ff96,Weighed Mass,nominal_real
387,586f8b2e-5bdf-40c0-b859-dd9d30a5ff96,Mass Loss,nominal_real
388,a3555890-0c75-42b0-a9b8-15448b150e7e,Weighed Mass,nominal_real
389,a3555890-0c75-42b0-a9b8-15448b150e7e,Mass Loss,nominal_real
390,02bd2cc5-cd43-43cd-b9a1-d5d63863c6b9,"Elastic Modulus, GPa",nominal_real
391,02bd2cc5-cd43-43cd-b9a1-d5d63863c6b9,"Yield Strength, MPa",nominal_real
392,02bd2cc5-cd43-43cd-b9a1-d5d63863c6b9,"UTS, MPa",nominal_real
393,02bd2cc5-cd43-43cd-b9a1-d5d63863c6b9,"Elongation, %",nominal_real
394,02bd2cc5-cd43-43cd-b9a1-d5d63863c6b9,"Strain Hardening, MPa",nominal_real
395,02bd2cc5-cd43-43cd-b9a1-d5d63863c6b9,dUTS_dY,nominal_real
396,0b39e64e-7735-4680-9f30-7e4520c3589f,Phase,nominal_categorical
397,0b39e64e-7735-4680-9f30-7e4520c3589f,Lattice Parameter,nominal_real
398,0b39e64e-7735-4680-9f30-7e4520c3589f,"Hardness, HV",nominal_real
399,0b39e64e-7735-4680-9f30-7e4520c3589f,"SD, HV",nominal_real
400,795cea22-772c-4c38-a7a6-593ba96b9f27,"Elastic Modulus, GPa",nominal_real
401,795cea22-772c-4c38-a7a6-593ba96b9f27,"Yield Strength, MPa",nominal_real
402,795cea22-772c-4c38-a7a6-593ba96b9f27,"UTS, MPa",nominal_real
403,795cea22-772c-4c38-a7a6-593ba96b9f27,"Elongation, %",nominal_real
404,795cea22-772c-4c38-a7a6-593ba96b9f27,"Strain Hardening, MPa",nominal_real
405,795cea22-772c-4c38-a7a6-593ba96b9f27,dUTS_dY,nominal_real
406,bf5ed06a-d0b6-486e-af76-6da7b8092aa0,"Elastic Modulus, GPa",nominal_real
407,bf5ed06a-d0b6-486e-af76-6da7b8092aa0,"Yield Strength, MPa",nominal_real
408,bf5ed06a-d0b6-486e-af76-6da7b8092aa0,"UTS, MPa",nominal_real
409,bf5ed06a-d0b6-486e-af76-6da7b8092aa0,"Elongation, %",nominal_real
410,bf5ed06a-d0b6-486e-af76-6da7b8092aa0,"Strain Hardening, MPa",nominal_real
411,bf5ed06a-d0b6-486e-af76-6da7b8092aa0,dUTS_dY,nominal_real
412,c88efbda-4109-4c74-aa27-828190b33795,Weighed Mass,nominal_real
413,c88efbda-4109-4c74-aa27-828190b33795,Mass Loss,nominal_real
414,f0c7e6ef-f47f-4292-a820-f0bae2fd020b,Weighed Mass,nominal_real
415,f0c7e6ef-f47f-4292-a820-f0bae2fd020b,Mass Loss,nominal_real
416,619639b9-927f-42f7-800a-a8462eca738b,Weighed Mass,nominal_real
417,619639b9-927f-42f7-800a-a8462eca738b,Mass Loss,nominal_real
418,796e496f-ff2f-427d-8f88-75868e5cae69,Weighed Mass,nominal_real
419,796e496f-ff2f-427d-8f88-75868e5cae69,Mass Loss,nominal_real
420,c9bdc953-e954-4432-b726-ed995989acf0,Weighed Mass,nominal_real
421,c9bdc953-e954-4432-b726-ed995989acf0,Mass Loss,nominal_real
422,3d20774b-3f90-4b33-a58d-5624408c7561,Weighed Mass,nominal_real
423,3d20774b-3f90-4b33-a58d-5624408c7561,Mass Loss,nominal_real
424,58dffe0f-1e29-4db8-af34-9d7b6d11b9fe,Weighed Mass,nominal_real
425,58dffe0f-1e29-4db8-af34-9d7b6d11b9fe,Mass Loss,nominal_real
426,a67a4ecd-d6cc-4318-9896-ba8fa04301d1,Weighed Mass,nominal_real
427,a67a4ecd-d6cc-4318-9896-ba8fa04301d1,Mass Loss,nominal_real
428,20093067-d402-442b-9f45-4894bf0a04e5,Weighed Mass,nominal_real
429,20093067-d402-442b-9f45-4894bf0a04e5,Mass Loss,nominal_real
430,5b1c3b64-e561-43bd-a4af-7f4e751c714a,Weighed Mass,nominal_real
431,5b1c3b64-e561-43bd-a4af-7f4e751c714a,Mass Loss,nominal_real
432,21abbfa7-152a-44e2-8610-22a77b454068,Phase,nominal_categorical
433,21abbfa7-152a-44e2-8610-22a77b454068,Lattice Parameter,nominal_real
434,21abbfa7-152a-44e2-8610-22a77b454068,"Hardness, HV",nominal_real
435,21abbfa7-152a-44e2-8610-22a77b454068,"SD, HV",nominal_real
436,62ad9728-f350-436b-a4f7-ec2caa51e540,Weighed Mass,nominal_real
437,62ad9728-f350-436b-a4f7-ec2caa51e540,Mass Loss,nominal_real
438,6c05bc90-6c2f-4313-8748-6698dfb05c2b,Phase,nominal_categorical
439,6c05bc90-6c2f-4313-8748-6698dfb05c2b,Lattice Parameter,nominal_real
440,6c05bc90-6c2f-4313-8748-6698dfb05c2b,"Hardness, HV",nominal_real
441,6c05bc90-6c2f-4313-8748-6698dfb05c2b,"SD, HV",nominal_real
442,7a454cfa-2db6-4cd5-8759-40d12c6e5039,Weighed Mass,nominal_real
443,7a454cfa-2db6-4cd5-8759-40d12c6e5039,Mass Loss,nominal_real
444,3cb4860c-f1fc-492f-9225-07c4a7126541,Phase,nominal_categorical
445,3cb4860c-f1fc-492f-9225-07c4a7126541,Lattice Parameter,nominal_real
446,3cb4860c-f1fc-492f-9225-07c4a7126541,"Hardness, HV",nominal_real
447,3cb4860c-f1fc-492f-9225-07c4a7126541,"SD, HV",nominal_real
448,a32865e5-5326-4d13-80bd-2cc8f1ebc1de,"Elastic Modulus, GPa",nominal_real
449,a32865e5-5326-4d13-80bd-2cc8f1ebc1de,"Yield Strength, MPa",nominal_real
450,a32865e5-5326-4d13-80bd-2cc8f1ebc1de,"UTS, MPa",nominal_real
451,a32865e5-5326-4d13-80bd-2cc8f1ebc1de,"Elongation, %",nominal_real
452,a32865e5-5326-4d13-80bd-2cc8f1ebc1de,"Strain Hardening, MPa",nominal_real
453,a32865e5-5326-4d13-80bd-2cc8f1ebc1de,dUTS_dY,nominal_real
454,a57b8136-fd4b-4ae4-b45f-75e28a30fe9f,Weighed Mass,nominal_real
455,a57b8136-fd4b-4ae4-b45f-75e28a30fe9f,Mass Loss,nominal_real
456,d306c6c0-896c-45f9-ad97-c7a3d70f06a2,Weighed Mass,nominal_real
457,d306c6c0-896c-45f9-ad97-c7a3d70f06a2,Mass Loss,nominal_real
