uid,model_id,gemd_type,context
2f57a5b0-2ea5-46e9-adbf-11b44f1370ff,3,measurement_run,"{""conditions"": [], ""file_links"": [{""filename"": ""F2--20220628--00024"", ""type"": ""file_link"", ""url"": null}, {""filename"": ""BP--20220628--00024"", ""type"": ""file_link"", ""url"": null}], ""material"": {""id"": ""432296cd-6df2-4602-b397-18efc09b408f"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""name"": ""Spall"", ""notes"": ""Bad sample reflectivity"", ""parameters"": [], ""properties"": [{""file_links"": [], ""name"": ""EstImpactVelocity"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""b28085f0-c069-4816-9dec-c0f54b47d5ea"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": 559.0, ""type"": ""nominal_real"", ""units"": ""meter / second""}}, {""file_links"": [], ""name"": ""LaunchPackageOrientation"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""f070740e-5e58-4b8d-a693-58b6d657fbc1"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""category"": ""Slight Rotation"", ""type"": ""nominal_categorical""}}, {""file_links"": [], ""name"": ""VideoQuality"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""3f3577c5-305b-46be-a063-b16a407a3204"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""category"": ""Great"", ""type"": ""nominal_categorical""}}, {""file_links"": [], ""name"": ""SpallState"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""c54372e5-8879-4fee-8f0f-dbeda4055160"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""category"": ""No visible"", ""type"": ""nominal_categorical""}}], ""source"": {""performed_by"": ""Lim"", ""performed_date"": ""06/28/2022"", ""type"": ""performed_source""}, ""spec"": {""id"": ""19a20cb3-200a-4bc6-982c-bc45fcfc8af2"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""tags"": [""NewEnergyMeasurement::No"", ""ExperimentDayCounter::00024"", ""GrantFunding::MEDE_Metals"", ""recordId::1567"", ""modId::2"", ""ObjectType::LaserShockExperiment""], ""type"": ""measurement_run"", ""uids"": {""auto"": ""2f57a5b0-2ea5-46e9-adbf-11b44f1370ff""}}"
ce323f9d-bb72-4c1d-bbd0-f43368d22fc3,3,measurement_run,"{""conditions"": [], ""file_links"": [], ""material"": {""id"": ""a373dbe9-3773-490b-94e8-43dd6a5cd771"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""name"": ""FlyerCuttingCompleteness"", ""notes"": null, ""parameters"": [], ""properties"": [{""file_links"": [], ""name"": ""FlyerCuttingCompleteness"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""a0d3ce5e-be96-4463-85f3-df77aaf792e5"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": 100, ""type"": ""nominal_integer""}}], ""source"": null, ""spec"": null, ""tags"": [], ""type"": ""measurement_run"", ""uids"": {""auto"": ""ce323f9d-bb72-4c1d-bbd0-f43368d22fc3""}}"
b761fc43-e15e-499c-9fc5-7920049fe72a,3,measurement_run,"{""conditions"": [], ""file_links"": [], ""material"": {""id"": ""bafdd25d-54a8-4089-85ca-0aace278021d"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""name"": ""SpacerOuterDiameter"", ""notes"": null, ""parameters"": [], ""properties"": [{""file_links"": [], ""name"": ""SpacerOuterDiameter"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""ddc6deb1-7024-40c9-8aed-4f51c277157d"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": 3.0, ""type"": ""nominal_real"", ""units"": ""millimeter""}}], ""source"": {""performed_by"": ""Lezcano"", ""performed_date"": ""12/14/2021"", ""type"": ""performed_source""}, ""spec"": null, ""tags"": [], ""type"": ""measurement_run"", ""uids"": {""auto"": ""b761fc43-e15e-499c-9fc5-7920049fe72a""}}"
272d8306-3b59-49dd-a2e4-2b5aa84bcdb9,3,measurement_run,"{""conditions"": [], ""file_links"": [], ""material"": {""id"": ""3307c898-6199-4002-9f56-2d0d13cade53"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""name"": ""SpacerOuterDiameter"", ""notes"": null, ""parameters"": [], ""properties"": [{""file_links"": [], ""name"": ""SpacerOuterDiameter"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""ddc6deb1-7024-40c9-8aed-4f51c277157d"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": 3.2, ""type"": ""nominal_real"", ""units"": ""millimeter""}}], ""source"": {""performed_by"": ""DiMarco"", ""performed_date"": ""03/17/2022"", ""type"": ""performed_source""}, ""spec"": null, ""tags"": [], ""type"": ""measurement_run"", ""uids"": {""auto"": ""272d8306-3b59-49dd-a2e4-2b5aa84bcdb9""}}"
98e2e638-74a3-4d62-a54a-41b64e833d4f,3,measurement_run,"{""conditions"": [], ""file_links"": [{""filename"": ""F2--20220705--00001"", ""type"": ""file_link"", ""url"": null}, {""filename"": ""BP--20220705--00001"", ""type"": ""file_link"", ""url"": null}], ""material"": {""id"": ""115ee37c-3bd2-4045-89b0-f3ea3e7bd22c"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""name"": ""Spall"", ""notes"": """", ""parameters"": [], ""properties"": [{""file_links"": [], ""name"": ""ReturnSignalStrength"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""cf8db0f5-fc27-4816-90fa-c4f3008de81a"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": 15.0, ""type"": ""nominal_real"", ""units"": ""dimensionless""}}, {""file_links"": [], ""name"": ""MaxVelocity"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""00f132e7-60d8-472c-80cc-0aec952f214e"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": 596.0, ""type"": ""nominal_real"", ""units"": ""meter / second""}}, {""file_links"": [], ""name"": ""EstImpactVelocity"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""b28085f0-c069-4816-9dec-c0f54b47d5ea"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": 580.0, ""type"": ""nominal_real"", ""units"": ""meter / second""}}, {""file_links"": [], ""name"": ""LaunchPackageOrientation"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""f070740e-5e58-4b8d-a693-58b6d657fbc1"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""category"": ""Major Rotation"", ""type"": ""nominal_categorical""}}, {""file_links"": [], ""name"": ""VideoQuality"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""3f3577c5-305b-46be-a063-b16a407a3204"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""category"": ""OK"", ""type"": ""nominal_categorical""}}, {""file_links"": [], ""name"": ""SpallState"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""c54372e5-8879-4fee-8f0f-dbeda4055160"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""category"": ""No visible"", ""type"": ""nominal_categorical""}}], ""source"": {""performed_by"": ""Lim"", ""performed_date"": ""07/05/2022"", ""type"": ""performed_source""}, ""spec"": {""id"": ""9261fb35-4b02-45c3-8ac7-5e326177cadc"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""tags"": [""NewEnergyMeasurement::No"", ""ExperimentDayCounter::00001"", ""GrantFunding::MEDE_Metals"", ""recordId::1662"", ""modId::4"", ""ObjectType::LaserShockExperiment""], ""type"": ""measurement_run"", ""uids"": {""auto"": ""98e2e638-74a3-4d62-a54a-41b64e833d4f""}}"
3b86d0f1-6a4e-4a61-bf93-fc4ac7d9c1f2,3,measurement_run,"{""conditions"": [], ""file_links"": [], ""material"": {""id"": ""af8a6c7b-064a-4524-9e5c-61104146cbb2"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""name"": ""SampleDiameter"", ""notes"": null, ""parameters"": [], ""properties"": [{""file_links"": [], ""name"": ""SampleDiameter"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""76884662-f071-4c42-ab8d-539774bbbc73"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": 3.0, ""type"": ""nominal_real"", ""units"": ""millimeter""}}], ""source"": {""performed_by"": ""Diamond"", ""performed_date"": ""11/06/2021"", ""type"": ""performed_source""}, ""spec"": null, ""tags"": [], ""type"": ""measurement_run"", ""uids"": {""auto"": ""3b86d0f1-6a4e-4a61-bf93-fc4ac7d9c1f2""}}"
6e27c06c-6f2c-4cc8-99cf-60494d73a110,3,measurement_run,"{""conditions"": [], ""file_links"": [], ""material"": {""id"": ""b6d0309b-15a6-4baf-af94-ca1ab93d4ec5"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""name"": ""FlyerCuttingCompleteness"", ""notes"": null, ""parameters"": [], ""properties"": [{""file_links"": [], ""name"": ""FlyerCuttingCompleteness"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""a0d3ce5e-be96-4463-85f3-df77aaf792e5"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": 100, ""type"": ""nominal_integer""}}], ""source"": null, ""spec"": null, ""tags"": [], ""type"": ""measurement_run"", ""uids"": {""auto"": ""6e27c06c-6f2c-4cc8-99cf-60494d73a110""}}"
ba881ac7-ed00-43dc-9ee3-897317e2410a,3,measurement_run,"{""conditions"": [], ""file_links"": [], ""material"": {""id"": ""dab977fe-211a-46be-b4fc-d4a7ae694624"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""name"": ""EpoxyThickness1"", ""notes"": null, ""parameters"": [], ""properties"": [{""file_links"": [], ""name"": ""EpoxyThickness1"", ""notes"": null, ""origin"": ""computed"", ""template"": {""id"": ""310cf3f9-856e-4faa-89aa-eede6863613d"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": -2.0, ""type"": ""nominal_real"", ""units"": ""micrometer""}}], ""source"": null, ""spec"": null, ""tags"": [], ""type"": ""measurement_run"", ""uids"": {""auto"": ""ba881ac7-ed00-43dc-9ee3-897317e2410a""}}"
b0720135-3fcb-4d55-9854-06a631af502e,3,measurement_run,"{""conditions"": [], ""file_links"": [], ""material"": {""id"": ""71ca9b8d-55ba-4a50-aa76-cee45d4fa040"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""name"": ""SampleDiameter"", ""notes"": null, ""parameters"": [], ""properties"": [{""file_links"": [], ""name"": ""SampleDiameter"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""76884662-f071-4c42-ab8d-539774bbbc73"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": 3.0, ""type"": ""nominal_real"", ""units"": ""millimeter""}}], ""source"": {""performed_by"": ""Lezcano"", ""performed_date"": ""11/11/2021"", ""type"": ""performed_source""}, ""spec"": null, ""tags"": [], ""type"": ""measurement_run"", ""uids"": {""auto"": ""b0720135-3fcb-4d55-9854-06a631af502e""}}"
4071dd97-19fe-491a-85d6-1c4697c7dfec,3,measurement_run,"{""conditions"": [], ""file_links"": [{""filename"": ""14_39_25"", ""type"": ""file_link"", ""url"": null}, {""filename"": ""F2--20220318--00014"", ""type"": ""file_link"", ""url"": null}, {""filename"": ""BP--20220318--00014"", ""type"": ""file_link"", ""url"": null}], ""material"": {""id"": ""6a3204e9-ab8a-41b4-9d13-96bff63eb3c9"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""name"": ""Spall"", ""notes"": ""Weak Signal"", ""parameters"": [], ""properties"": [{""file_links"": [], ""name"": ""MaxVelocity"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""00f132e7-60d8-472c-80cc-0aec952f214e"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""nominal"": 702.0, ""type"": ""nominal_real"", ""units"": ""meter / second""}}, {""file_links"": [], ""name"": ""LaunchPackageOrientation"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""f070740e-5e58-4b8d-a693-58b6d657fbc1"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""category"": ""Slight Rotation"", ""type"": ""nominal_categorical""}}, {""file_links"": [], ""name"": ""VideoQuality"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""3f3577c5-305b-46be-a063-b16a407a3204"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""category"": ""Good"", ""type"": ""nominal_categorical""}}, {""file_links"": [], ""name"": ""SpallState"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""c54372e5-8879-4fee-8f0f-dbeda4055160"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""category"": ""Partial"", ""type"": ""nominal_categorical""}}, {""file_links"": [], ""name"": ""CheckPlateau"", ""notes"": null, ""origin"": ""measured"", ""template"": {""id"": ""137db6ff-77e0-4d1b-b8d1-183d668fa56e"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""type"": ""property"", ""value"": {""category"": ""Yes"", ""type"": ""nominal_categorical""}}], ""source"": {""performed_by"": ""DiMarco"", ""performed_date"": ""03/18/2022"", ""type"": ""performed_source""}, ""spec"": {""id"": ""879761cf-57e7-4404-a840-96b644497dc9"", ""scope"": ""auto"", ""type"": ""link_by_uid""}, ""tags"": [""NewEnergyMeasurement::No"", ""RecoveryBox::6"", ""ExperimentDayCounter::00014"", ""GrantFunding::MEDE_Metals"", ""recordId::1009"", ""modId::7"", ""ObjectType::LaserShockExperiment""], ""type"": ""measurement_run"", ""uids"": {""auto"": ""4071dd97-19fe-491a-85d6-1c4697c7dfec""}}"
